;Nuevo ID;Titulo_de_Documento;Abstract;Titulo_Revista;Ano;Tipo_Documento;Disciplina;Test;key1;key2;key3;key4;key5;Categoria_1;Frecuencia_1;j_1;Porcentaje;Cluster_15;Cluster_8;Cluster_20;lda_10;lda_30;lda_45
585;218;Recessive RYR1 mutations cause unusual congenital myopathy with prominent nuclear internalization and large areas of myofibrillar disorganization;Aims: To report the clinical, pathological and genetic findings in a group of Patients with a phenotype with previously not Described congenital myopathy due to of recessive mutations in the gene encoding the ryanodine receptor type 1 muscle channel (RYR1). Methods: Seven Patients shared unrelated to axial predominant and proximal weakness of varying severity, with onset neonatal period During The Associated With bilateral ptosis and ophthalmoparesis, muscle biopsy and unusual features at light and electron microscopic levels. Results: Muscle biopsy histochemistry revealed a unique morphological pattern Characterized by myonuclei Numerous internalized in up to 51% of fibers and large areas of myofibrillar disorganization With undefined borders. Ultrastructurally, Such areas occupied the whole myofibre Frequently cross section and extended to a moderate number of sarcomeres in length. Molecular genetic investigations Identified mutations in the recessive ryanodine receptor (RYR1) gene in heterozygous compound six Patients and one homozygous patient. Nine mutations are novel and four Have Already Been Reported Either as pathogenic as recessive mutations or changes Affecting Associated With a residue dominant malignant hyperthermia susceptibility. Only two mutations Were located in the C-terminal transmembrane domain Whereas the others Were distributed Throughout the cytoplasmic region of R and R1. Conclusion: Our data enlarge the spectrum of RYR1 mutations and highlight Their clinical and morphological heterogeneity. A congenital myopathy ptosis and external ophthalmoplegia featuring, concomitant With the histopathological novel fibers with large phenotype showing, poorly delimited areas of myofibrillar disorganization and internal nuclei, is highly suggestive of an RYR1-related congenital myopathy. © 2011 The Authors. Neuropathology and Applied Neurobiology © 2011 British Society Neuropathological.;NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY;2011;Artículo;Neurosciences;0;mutat;ryr;area;congenit;muscl;;0;0;0;12;6;19;6;18;9
586;362;Signaling Pathways Involved in Neuron-Astrocyte Adhesion and Migration;"Normal astrocytes in the brain POSSESS a stellate shape reflecting Their non-migratory properties. Alternatively, or in neurodegenerative diseases after injury, astrocytes Become \reactive\"" in a process astrocytosis Known as reactive gliosis or, Retract Their Processes, Become polarized and acquire front-to-rear typical asymmetry of migratory cells. On the other hand, neuronal migration is a common process During embryonic development, but only few types of neurons can migrate and differentiate adult life During in the Central nervous system. Those That do migrate follow tracks made by glial cells and mainly give rise to interneurons. In vitro, Molecular Mechanisms Involved in adhesion of cells to and migration on extracellular matrix proteins Have Been Widely Studied however, signal transduction pathways explaining how neurons and astrocytes Particularly, adhesion and migration mutually modulate are less well known. In This review, we described and discuss how ligand / receptor interactions in astrocytes and neurons trigger signaling events leading to actin and microtubule reorganization, changes in cell morphology, as well as cell adhesion and migration. The biological significance cell-cell interactions These signaling events and Might Have in the brain are discussed. © 2014 Bentham Science Publishers.""";CURRENT MOLECULAR MEDICINE;2014;Artículo;Neurosciences;0;migrat;astrocyt;neuron;adhes;process;;0;0;0;5;5;5;9;19;4
587;381;Axonal Degeneration Is Mediated by the Mitochondrial Permeability Transition Pore;Axonal degeneration is an active process That Has Been Associated With neurodegenerative conditions triggered by mechanical, metabolic, infectious, toxic, hereditary and inflammatory stimuli. This degenerative process can cause permanent loss of function, so it Represents a focus for neuroprotective strategies. Several signaling pathways are Implicated in axonal degeneration, but identification of an integrative mechanism for This self-destructive process has Remained elusive. Here, we show axonal degeneration That triggered by rapid mechanical and toxic insults DISTINCT is dependent on the activation of the mitochondrial permeability transition pore (MPTP). Both pharmacological and genetic targeting of cyclophilin D, a functional component of the MPTP severed axons and vincristine Protects-treated neurons from axonal degeneration in ex vivo and in vitro mouse and rat model systems. These effects Were Observed from axons in the peripheral and central Both nervous system. Our results Suggest That themPTPis a key effector of axonal degeneration, upon Which signaling pathways converge Several independent. Since axonal degeneration and synapse are increasingly Considered early neurodegeneration in pathological events, our work Identifies a potential target for therapeutic intervention in a wide variety of conditions lead to loss of That axons and subsequent functional impairment. Copyright © 2011 the authors.;JOURNAL OF NEUROSCIENCE;2011;Artículo;Neurosciences;0;axon;degener;function;mechan;process;function;49;16;0.0108695652173913;5;5;5;9;11;2
588;827;Cellular and subcellular localization of Marlin-1 in the brain;Background: Marlin-1 is a microtubule binding protein associates That Specifically With the GABAB1 subunit in neurons and With members of the Janus kinase family in lymphoid cells. In Addition, it binds the molecular motor kinesin-I and Nucleic Acids, preferentially single stranded RNA. Marlin-1 is mainly Expressed in the Central nervous system but little is Known cellular and subcellular Regarding ITS distribution in the brain. Results: Here we Have Studied the localization of Marlin-1 in the rodent brain and cultured neurons combining immunohistochemistry, immunofluorescence and electron microscopy pre-embedding. We Demonstrate That Marlin-1 is enriched in restricted areas of the brain olfactory bulb Including, cerebral cortex, hippocampus and cerebellum. Marlin-1 is abundant in axons and dendrites of GABAergic and non-hippocampal GABAergic neurons. At the ultrastructural level, Marlin-1 is present in the cytoplasm and the nucleus of CA1 neurons in the hippocampus. In the cytoplasm it associates to microtubules in the dendritic shaft and occasionally With the Golgi apparatus, the endoplasmic reticulum (ER) and dendritic spines. In the nucleus, clusters of Marlin-1 associate to euchromatin. Conclusion: Our results Demonstrate That Marlin-1 is Expressed in discrete areas of the brain. They Also confirm the microtubule association at the ultrastructural level in neurons. Together with the abundance of the protein in dendrites and axons They are consistent With the emerging role of Marlin-1 as an intracellular protein linking the cytoskeleton and transport. Our study constitutes the first detailed description of the cellular and subcellular distribution of Marlin-1 in the brain. As such, it will Set the basis for future studies on the functional Implications of Marlin-1 in protein trafficking. © 2009 Vidal et al licensee BioMed Central Ltd.;BMC NEUROSCIENCE;2009;Artículo;Neurosciences;0;marlin;brain;neuron;dendrit;protein;protein;107;5;0.0237355811889973;5;5;5;9;19;4
589;1226;Iron deficiency on neuronal function;Because of the intrinsic ability of iron to catalyze the formation of reactive oxygen species, it Has Been Associated With Oxidative Stress and neurodegenerative diseases. However, iron deficiency (ID) Also negatively impacts various functions of the brain, suggesting iron That plays an Important physiological role in neuronal Processes: such as myelination, synaptogenesis, synaptic plasticity and behavior (SP). ID not only produces changes in the hippocampus, striatum, prefrontal cortex or amygdale, it Affects Also the interaction Among These systems. Both in humans and rodents, the perturbations of These structures are associated to cognitive deficits. These cognitive Alterations Have Been With well correlated in neural plasticity changes, the possible cellular substrate of memory and learning. Given That SP is strongly Affected by early ID and the lasting-Neurological Consequences REMAIN even after ID has-been corrected, it is Important to Prevent ID as well as to seek effective therapeutic interventions That reduce or reverse the long-term effects of the ID in the nervous system. This review will give an overview of the literature on the effects of iron deficit in neuronal functions: such as behavior, neurotransmission and SP. Also we discuss our recent data About the possible oxidative effect of iron on the Mechanisms Involved in neural plasticity. © 2012 Springer Science + Business Media, LLC.;BIOMETALS;2012;Artículo;Neurosciences;0;iron;plastic;affect;behavior;chang;;0;0;0;2;5;2;9;19;18
590;1249;Involvement of spinal cord BDNF in the generation and maintenance of chronic neuropathic pain in rats;Brain-derived neurotrophic factor (BDNF) is Involved in neuronal survival and plasticity of the synaptic Central and peripheral nervous system. In chronic pain, plastic changes in dorsal horn neurons Contribute to a phenomenon of hypersensitivity to pain sensation That is maintained over time, as Known Central sensitization. This process is Accompanied by BDNF overexpression, but the role of BDNF in the generation and maintenance of the hyperalgesic phenomenon is still unclear. The present study was Aimed to investigate if exogenous BDNF administered to the rat spinal cord, in Addition to trigger pain, Participates in the maintenance of the Central sensitization process (ie, pain persistence) and to determine if the pain generated is comparable to That Observed in a neuropathic pain model. Results Showed That a single intrathecal injection of 0.003. ng of BDNF was able to decrease the nociceptive threshold (Randall Selitto test-) in the normal rats, for at Least 42-day period. Furthermore, the hyperalgesia was comparable to generated That Observed in rats with a 42-day history of mononeuropathy. Increasing the dose or doses of BDNF Administering additional Resulted in neither the additional effectiveness in reducing pain threshold nor in the prolongation of the hyperalgesic effect, showing THUS Central sensitization induced by BDNF That is a dose-independent, all-or-none process. It is Concluded That BDNF alone is sufficient for generating a long-lasting neural excitability change in the spinal cord via receptor tyrosine kinase B signaling, similar to That Observed in chronic pain models: such as neuropathy. © 2011 Elsevier Inc.;BRAIN RESEARCH BULLETIN;2011;Artículo;Neurosciences;0;bdnf;pain;central;generat;addit;;0;0;0;5;5;13;9;19;41
591;1339;Stage-dependent C-reflex, pain-like behavior and opioid analgesia during the induction of chronic arthritis in rats;Chronic arthritis (CA) is a common clinical entity associated With persistent pain and limited response to opioid analgesic therapy. However, it is unknown These features of CA Whether change DEPENDING ON ITS stage of evolution. To address esta, in a well-established Animal model of CA we Studied the time course of electromyographic responses to electrical stimulation of C fibers (C-reflex), pain-like behavior as a response to mechanical nociceptive stimulation, and the inhibition of Both Responses by a prototypic opioid analgesic, morphine. To induce CA, rats received a single injection of complete Freund's adjuvant into the ankle joint and the C-reflex responses to electrical stimuli or the nociceptive response to paw pressure test Were Studied 2, 4 or 6 weeks later. The C-reflexes evoked by supra-threshold and threshold electrical stimulation exhibited progressive Increases Together with enhancement of the nociceptive behavior to mechanical stimulation During induction of monoarthritis. Notably, while systemic morphine antinociceptive effects produced upon experimental Both Approaches, the effects Were markedly reduced During the early stages of CA but at later stages enhanced. These data Indicate That C-reflex and pain-like responses evolve in parallel, and are inhibited by morphine in a stage-dependent manner through the induction of CA. The present results May Contribute to Explain the enhanced pain response and varying analgesic efficacy of opioids That characterize in humans arthritic pain. © 2014 Federation of European Neuroscience Societies and John Wiley & Sons Ltd.;EUROPEAN JOURNAL OF NEUROSCIENCE;2014;Artículo;Neurosciences;0;respons;pain;reflex;stage;stimul;;0;0;0;13;6;13;9;4;11
592;1342;CORTICOSTERONE AFFECTS THE DIFFERENTIATION OF A NEURONAL CEREBRAL CORTEX-DERIVED CELL LINE THROUGH MODULATION OF THE NICOTINIC ACETYLCHOLINE RECEPTOR;Chronic exposure to stress hormones have an impact on brain structures Relevant to Cognition. Nicotinic acetylcholine receptors (AChRs) are Involved in Numerous cognitive learning and memory procesos Including formation. In order to better Understand the Molecular Mechanisms of chronic stress-triggered Mental disease, the effect of corticosterone (CORT) on the biology of AChRs was Studied in the neuronal cell line CNh. We found That CORT With chronic treatment reduced the expression levels of the neuronal-type a7 AChR and, to a lesser extent, of a4-AChR. CORT Also delayed the acquisition of the mature cell phenotype in CNh cells. Chronic nicotine treatment AFFECTED CNh the differentiation of cells and exerted a synergistic effect With CORT, suggesting AChRs That Could Participate in signaling pathways controlling That the cell cycle. Overexpression of a7 AChR-GFP-CORT abolished the effects on the cell cycle and the specific a7-AChR inhibitor, methyllycaconitine, mimicked the action exerted by CORT proliferative. Whole-cell voltage-clamp recordings Showed a significant decrease in nicotine-evoked currents in CORT-treated cells. Taken together, These observations Indicate That AChRs, and the a7-AChR in particular as modulators of Act Could the differentiation of cells and CNh CORT That Could impair the acquisition of a mature phenotype by Affecting the function of esta AChR subtype. © 2014 IBRO.;NEUROSCIENCE;2014;Artículo;Neurosciences;0;achr;cort;chronic;cnh;nicotin;;0;0;0;12;6;12;9;19;24
593;1354;Chronic stress induces dendritic atrophy in the rat medial geniculate nucleus: Effects on auditory conditioning;Chronic stress induces dendritic atrophy in the inferior colliculus (IC, auditory mesencephalon) and impairs auditory avoidance conditioning. The aim of study was to determine esta in Golgi preparations and in cued fear conditioning Whether stress Affects auditory other components, like the medial thalamic nucleus geniculate (MG) or the posterior thalamic nucleus (PO), in Sprague-Dawley rats. Chronic restraint stress produced a significant dendritic atrophy in the MG (stress: 407 ± 55 microns, control: 808 ± 120 microns p <.01) but did not Affect auditory fear conditioning. The last result was in apparent contrast With The Fact That stress impairs the acquisition of auditory Both conditioned avoidance responses and the dendritic structure in two major nuclei of the auditory system. In order to Analyze This disagreement, we Investigated Whether the stress-related freezing to tone occurring in the fear conditioning protocol corresponded to a conditioned or unconditioned fear an response, using changes in tone Instead of light Throughout conditioning trials. Chronic stress visual Significantly enhanced fear conditioning in stressed animals Compared To controls (stress: 58.9 ± 8.42% control: 23.31 ± 8.01% p <0.05), but was esta enhancement fear related to unconditioned fear. Conversely, chronic stress did not Affect the morphology of the PO (subserving auditory and somatosensory information Both) or the auditory and somatosensory correspondiente unconditioned responses (acoustic startle response and escape behavior). Our results Suggest That the auditory stimulus can be conditioned in part processed Independently of the IC and MG in the stressed animals, and sent to the amygdala via the PO inducing unconditioned fear. Could be produced comparable Alterations in major depression. © 2009 Elsevier B.V. All rights reserved.;BEHAVIOURAL BRAIN RESEARCH;2009;Artículo;Neurosciences;0;stress;auditori;condit;fear;chronic;;0;0;0;3;5;3;9;23;40
594;1473;BDNF Regulates Rab11-Mediated Recycling Endosome Dynamics to Induce Dendritic Branching;Dendritic arborization of neurons is regulated by brain-derived neurotrophic factor (BDNF) together With its receptor, TrkB. Endocytosis is required for dendritic branching and Regulates TrkB signaling, but how postendocytic Determines the neuronal trafficking response to BDNF is not well Understood. The monomeric GTPase Rab11 Regulates the dynamics of recycling endosomes Local and delivery of receptors to specific dendritic compartments. We Investigated Whether Rab11-dependent trafficking of TrkB in dendrites Regulates BDNF-induced rat hippocampal dendritic branching in neurons. We report That TrkB in dendrites is responsible for Rab11 Rab11 endosomes and That and Its Both effector, MyoVb, are required for BDNF / TrkB-induced dendritic branching. In Addition, BDNF induces the accumulation of Rab11-positive endosomes and GTP-bound Rab11 in dendrites and the expression of a constitutively active mutant of Rab11 is sufficient to Increase by dendritic branching dendrites Increasing TrkB and localization in sensitization to endogenous BDNF Enhancing. We propose That Rab11-dependent dendritic recycling Provides a mechanism to Retain TrkB in dendrites and to Increase Local signaling to Regulate arborization. © 2 the authors.;JOURNAL OF NEUROSCIENCE;2013;Artículo;Neurosciences;0;dendrit;rab;trkb;bdnf;regul;;0;0;0;5;5;5;9;19;4
595;1541;Saccade-Related Modulations of Neuronal Excitability Support Synchrony of Visually Elicited Spikes;During natural vision, primates perform frequent saccadic eye movements, Allowing only a narrow time window for processing the visual information at each location. Individual Neurons May Contribute only with a few spikes to the visual processing During each fixation, suggesting spike timing required as a mechanism for Relevant information processing. We recently found in V1 of monkeys freely viewing images Natural, That fixation-related spike synchronization OCCURS at the early phase of the response rate after fixation-onset, suggesting a specific role of the first response spikes in V1. Here, we show That there are strong Local field potential (LFP) modulations locked to the onset of saccades, Which continue into the successive periods fixation. Visually induced spikes, in particular, the first spikes after the onset of a fixation, are locked to a specific epoch of the LFP modulation. We Suggest That the modulation of neural excitability, Which is Reflected by the saccade-related LFP changes, serves as a corollary signal enabling timing of spikes required in V1 and thereby providing a mechanism for spike synchronization. © 2011 The Author.;CEREBRAL CORTEX;2011;Artículo;Neurosciences;0;spike;fixat;lfp;modul;onset;;0;0;0;3;6;3;6;7;18
596;1667;Electroencephalographic Characterization of Pentylenetetrazole Kindling in Rats and Modulation of Epileptiform Discharges by Nitric Oxide;Epileptogenesis Which is a progressive process culminates With spontaneous, recurrent epileptic seizures and unpredictable due to enhanced neuronal excitability. Well-Characterized Animal models of esta process are needed to clarify ITS underlying molecular Mechanisms, in Which the role of nitric oxide has-been a controversial component. We Have used kindling with a sub-convulsive dose of pentylenetetrazole to objectively characterize early electroencephalographic changes During epileptogenesis. We used electroencephalographic recordings Both During pentylenetetrazole (20 mg / kg) for 20 days kindling and Then, 24 days later to quantify the number, duration and spectral power of epileptic discharges. The levels of nitric oxide in the locally modulated Were cerebral cortex by pharmacological agents. The number of epileptiform discharges Increased During The kindling protocol as well as 24 days later, revealing the induction of a self-sustaining epileptogenic process. Epileptic discharges Were Characterized by theta frequencies (4-10 Hz) That Were associated With absence-like seizures. However, During kindling, the spectral power of the theta band Decreased progressively, while the power of higher frequencies, in the beta band, Increased. Nitric oxide in the cerebral cortex inhibited the number and amplitude of epileptic discharges. The electroencephalographic characterization of esta kindling protocol Provides a tool to detect Consequences of valuable therapeutic interventions Undertaken at initial phases of epileptogenesis, especially Those targeted towards stopping esta process. Increases of nitric oxide in the cerebral cortex Could be a useful intervention to modulate neuronal excitability negatively, epileptic discharges and the progression of epileptogenesis. © 2014 Springer Science + Business Media New York.;NEUROCHEMICAL RESEARCH;2014;Artículo;Neurosciences;0;discharg;epilept;kindl;character;epileptogenesi;;0;0;0;12;6;12;9;26;18
597;1735;Structure of Excitatory Synapses and GABAA Receptor Localization at Inhibitory Synapses Are Regulated by Neuroplastin-65;Formation, maintenance, and activity of excitatory and inhibitory synapses are essential for neuronal network function. Cell adhesion molecules (CAMs) are crucially Involved In These processes. The CAM neuroplastin-65 (NP65) During periods of Highly Expressed synapse formation and stabilization is present at the pre- and postsynaptic membranes. NP65 can translocate into synapses in response to electrical stimulation and it interacts With GABA A receptors subtypes of inhibitory synapses in. Here, we report That in the murine hippocampus and in hippocampal primary culture, CA1 neurons of the dentate gyrus region and the (DG) express high levels NP65, in CA3 neurons Whereas expression is lower. In neuroplastin-deficient (Np - / -) mice the number of excitatory synapses in CA1 and DG, but not CA3 regions is reduced. Notably this Picture is mirrored in mature Np - / - hippocampal cultures or in CA1 and DG mature wild-type (Np + / +) neurons Treated with a function-blocking recombinant extracellular NP65-Fc fragment. , Although the number of GABAergic synapses was unchanged in Np - / - neurons or in mature NP65-Fc-treated Np + / + neurons, the ratio of excitatory synapses was inhibitory to Significantly lower in Np - / - cultures. Furthermore, GABAA receptor composition was altered at inhibitory synapses in Np - / - neurons as the a1 to a2 GABA A receptor subunit ratio was Increased. Changes of excitatory and inhibitory synaptic function in Np - / - neurons Were the presynaptic release confirmed Evaluating function and using patch clamp recording. These data Demonstrate That NP65 is an Important Regulator of the number and function of synapses in the hippocampus. © 2014 by The American Society for Biochemistry and Molecular Biology, Inc.;JOURNAL OF BIOLOGICAL CHEMISTRY;2014;Artículo;Neurosciences;0;synaps;neuron;function;inhibitori;excitatori;function;49;16;0.0108695652173913;5;5;5;9;19;4
598;1877;Altered Voltage Dependent Calcium Currents in a Neuronal Cell Line Derived From the Cerebral Cortex of a Trisomy 16 Fetal Mouse, an Animal Model of Down Syndrome;Human Down syndrome (DS) is Determined by the trisomy of autosome 21 and is Expressed by multiple abnormalities, mental retardation The most striking being feature. The condition results in altered electrical properties membrane (EMPs) of fetal neurons, Which are qualitatively identical to trisomy 16 fetal Those of mice (TS16), an Animal model of the human condition. Ts16 hippocampal neurons cultured reportedly exhibit Increased voltage-dependent calcium currents (ICa) amplitude. TS16 since animals are unviable, We Have immortalized cell lines established from the cerebral cortex of TS16 (named NCTB) and the normal littermates (named NHC). Using the whole-cell patch-clamp technique, We Have Studied now ICa in CTb and CNh cells. Current activation at -40 mV in OCCURS Both cell lines (Vholding = -80 mV). Trisomic cells exhibited 2.4 fold Increase in the maximal Ca2 + current density Compared to the normal cells (CNh = -6.3 ± 0.77 pA / pF, n = 18 CTb = -16.4 ± 2,423 pA / pF P & lt 0.01, n = 13) . Time dependent activation and inactivation kinetics for did not differ Between the two cell types. However, steady state inactivation studies revealed a 15 mV shift Toward more depolarized potentials in the trisomic condition, suggesting That altered voltage dependence of inactivation May underlie the Increased current density. Further, the overall charge movement across the membrane is Increased in CTb cells, in agreement With That by the potential sensitivity expected shift. These results Indicate That CTb cells present altered Ca2 + currents, similar to TS16 Those of primary cultured neurons center. The CTb cell line model for studying Represents a DS-related impairments of EMPs. © Springer Science + Business Media, LLC 2011.;NEUROTOXICITY RESEARCH;2012;Artículo;Neurosciences;0;ctb;current;alter;condit;depend;;0;0;0;5;5;5;9;19;24
599;1878;Apoptosis is directly related to intracellular amyloid accumulation in a cell line derived from the cerebral cortex of a trisomy 16 mouse, an animal model of Down syndrome;Human Down syndrome (DS) Represents The most frequent cause of Mental Retardation associated to a genetic condition. Also DS exhibits a characteristic early onset of neuropathology indistinguishable from Alzheimer's That Observed in disease (AD), Namely the deposition of the ß-amyloid peptide. Early endosomal dysfunction Has Been Described in Individuals with DS and AD, suggesting an Important role of esta subcellular compartment in the onset and progression of the pathology. On the other hand, activates the amyloidogenic cholesterol processing pathway for the amyloid precursor protein, and the lipoprotein receptor-related peptide interacts ß-amyloid With the peptide. In the present work, using cell lines derived from the cortex of Both standard and trisomy 16 mice (TS16), an Animal model of DS, We showed That the application of exogenous ß-amyloid have cytotoxic effects, Expressed in Decreased viability and Increased apoptosis . Supplementation of the culture media with lipoprotein cholesterol associated to Increased cell viability in cell lines Both, but only in the apoptosis Decreased standard cell line. Further, intracellular ß-Amyloid content was elevated in trisomic cells following treatment cholesterol, with higher values <U+200B><U+200B>in the trisomic cell line. Immunocytochemical detection Showed intracellular accumulation of ß-amyloid in exogenous Rab4-positive compartments, Which are Known to be associated to endosomal recycling. The results Suggest That the intracellular ß-amyloid pool plays central role in apoptosis-mediated cell death in the trisomic condition. © 2009 Elsevier Ireland Ltd. All rights reserved.;NEUROSCIENCE LETTERS;2010;Artículo;Neurosciences;0;amyloid;line;apoptosi;cholesterol;intracellular;;0;0;0;5;5;5;9;19;10
600;1987;Assessment of the Limits of Neural Phase-Locking Using Mass Potentials;In the diverse systems mechanosensory That animals evolved, the waveform of stimuli can be encoded by phase locking in spike trains of primary afferents. Coding of the fine structure of sounds via phase locking is thought to be critical for hearing. The upper frequency limit of phase locking varies across species and is unknown in humans. We applied a method developed Previously, Which is based on neural adaptation evoked by forward masking, to analyze mass potentials recorded on the cochlea and auditory nerve in the cat. The method Allows us to separate neural receptor potentials from phase locking. That we find the frequency limit of neural phase locking Obtained from mass potentials was very similar to That Reported for single auditory nerve fibers. The results Suggest That this is a promising approach to examine neural phase locking in humans With the normal or impaired hearing or in other species for direct recordings from Which primary afferents are not feasible © 2015 The Authors.;JOURNAL OF NEUROSCIENCE;2015;Artículo;Neurosciences;0;lock;phase;neural;potenti;affer;;0;0;0;3;6;3;9;23;40
601;2056;Hematoma size as major modulator of the cellular immune system after experimental intracerebral hemorrhage;Inflammatory cascades are increasingly Recognized as an Important pathophysiological mechanism in intracerebral hemorrhage (ICH). In contrast, the effect of ICH on the systemic immune system has barely Been Investigated. We Examined the effects of different hematoma volumes on immune cell subpopulations in murine experimental ICH. In C57BL / 6 mice, striatal ICH was induced by injection of autologous blood (10, 30 or 50 L). Control animals received the respective sham operation. Three days after ICH induction, differential blood leukocyte counting was performed. Lymphocyte subpopulations Were Characterized by flow cytometry further in blood, spleen, lymph node and thymus. Studied Were Infectious complications of blood using microbiological cultures and lungs. Only after large ICH marked decrease of leukocyte counts and lymphocyte subsets MOST was Observed in all organs. DESPITE General esta leukocytopenia, a significant, up to 10-fold Increase, was detected in the monocyte population after extensive hemorrhage. After moderate ICH induction, only specific lymphocyte subpopulations Were differentially AFFECTED. Mature CD4 thymic cells Were unaffected while immature + CD8 + cells depleted by over Were 90% after ICH large. A significant proportion of mice With extensive ICH (36.4%) developed pneumonia spontaneous and / or bacteremia while none of the sham operated mice HAD infectious complications. The ICH size Determines the extent of systemic immunomodulation. Large ICH predisposes animals to infections. © 2011.;NEUROSCIENCE LETTERS;2011;Artículo;Neurosciences;0;ich;blood;larg;lymphocyt;mice;blood;61;11;0.0135314995563443;13;6;12;8;13;27
602;2384;Iron Mediates N-Methyl-D-aspartate Receptor-dependent Stimulation of Calcium-induced Pathways and Hippocampal Synaptic Plasticity;Iron deficiency Hinders hippocampus-dependent learning and impairs cognitive performance procesos, but current knowledge on the Molecular Mechanisms underlying the unique role of iron in neuronal function is sparse. Here, we Investigated the participation of iron on calcium signal generation and ERK1 / 2 stimulation induced by the glutamate agonist Nmethyl-D-aspartate (NMDA), and the effects of iron Addition / chelation on hippocampal basal synaptic transmission and longterm potentiation (LTP) . Addition of NMDA to primary hippocampal cultures elicited persistent calcium signals NMDA receptors That required functional and independent of calcium Influx Were through L-type calcium channels or a-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptors Also Promoted NMDA ERK1 / 2 phosphorylation and nuclear translocation. Iron chelation With desferrioxamine or inhibition of ryanodine receptor (RyR) -mediated calcium release With ryanodinereduced signal duration and calcium preventer NMDA-induced ERK1 / 2 activation. Iron Addition to hippocampal neurons Readily Increased intracellular labile iron pool the stimulated and reactive oxygen species production N-acetylcysteine <U+200B><U+200B>the antioxidant or the hydroxyl radical trapper MCI-186 preventer These responses. Iron Addition to hippocampal primary cultures kept in calcium-free medium elicited calcium signals and stimulated ERK1 / 2 phosphorylation These inhibition effects RyR abolished. Iron chelation Decreased basal synaptic transmission in hippocampal slices, inhibited iron-induced synaptic stimulation, and impaired hippocampal CA1 sustained LTP in neurons induced by strong stimulation. In contrast, iron Addition Facilitated LTP induction sustained after tetanic stimulation suboptimal. Together, These results Suggest That hippocampal neurons require iron to generate RyR calcium-mediated signals after NMDA receptor stimulation, in turn Which Promotes ERK1 / 2 activation, an essential step of sustained LTP. © 2011 by The American Society for Biochemistry and Molecular Biology, Inc.;JOURNAL OF BIOLOGICAL CHEMISTRY;2011;Artículo;Neurosciences;0;iron;calcium;hippocamp;stimul;nmda;;0;0;0;5;5;2;9;19;24
603;2393;CHRONIC FLUOXETINE TREATMENT INDUCES STRUCTURAL PLASTICITY AND SELECTIVE CHANGES IN GLUTAMATE RECEPTOR SUBUNITS IN THE RAT CEREBRAL CORTEX;It has-been postulated That chronic administration of antidepressant drugs induces delayed structural and molecular adaptations at glutamatergic forebrain synapses underlie mood That Might improvement. To gain further insight into changes in the These cerebral cortex, rats Were Treated With fluoxetine (FLX) for 4 weeks. These animals Showed Decreased anxiety and learned helplessness. N-methyl-d-aspartate (NMDA) and a-amino-3-hydroxy-5-methylisoxazole-4-propionate (AMPA) receptor subunit levels (NR1, NR2A, NR2B, GluR1 and GluR2) Were analysed in the forebrain by Both Western blot of homogenates and immunohistochemistry. Both methods Demonstrated an upregulation of NR2A, GluR1 and GluR2 That was especially significant in the granular retrosplenial b cortex (RSGB). However, When analyzing subunit content in postsynaptic densities and synaptic membranes, we found Increases of NR2A and GluR2 but not GluR1. Instead, GluR1 was augmented in a microsomal fraction container containing intracellular membranes. NR1 and GluR2 Were co-immunoprecipitated from postsynaptic densities and synaptic membranes. In the immunoprecipitates, NR2A was GluR1 was Decreased Increased while supporting a change in stoichiometry receptor. The changes of subunit levels Were associated With an upregulation of dendritic spine density and of large, mushroom-type spines. These molecular and structural adaptations Might Be Involved in Neural network following long-term stabilization treatment flx. © 2 IBRO.;NEUROSCIENCE;2010;Artículo;Neurosciences;0;glur;nra;densiti;membran;subunit;;0;0;0;12;6;12;9;19;4
604;2394;Activity-dependent slowing properties of an unmyelinated low threshold mechanoreceptor in human hairy skin;It Has Been Previously shown unmyelinated afferent fibers That in human skin are not only Differentiated by receptor Their Characteristics, But Also by Their profiles of activity-dependent slowing. One type of profile, Described originally as 'type 3', is different from That of nociceptors (type 1), cold afferents (type 2) and sympathetic efferents (type 4), in That These fibers display a minimal activity-dependent slowing ( ~ 1% at 2 Hz). However, Their function remains to be determined. Here we describe one unit with a typical 'type 3' activity-dependent slowing profile recorded from an undamaged surface fascicle of the peroneal nerve of a patient. Its conduction velocity was 1.8ms -1 and it Slowed by 1.3% During the 2 Hz tetanus. This unit had a mechanical receptive field in the hairy skin and Readily Responded to weak mechanical stimuli, and not to cold. This Suggests That the low threshold unmyelinated mechanoreceptors recently in human hairy skin Described are probably endowed with a 'type 3' activity-dependent profile. © 2011 Elsevier Ireland Ltd.;NEUROSCIENCE LETTERS;2011;Artículo;Neurosciences;0;type;activ;depend;profil;slow;activ;155;1;0.0343833185448092;12;6;12;9;7;24
